longname,Silent %,Silent % [StatCan],Boomer %,Boomer % [StatCan],Gen X %,Gen X % [StatCan],Millennial %,Millennial % [StatCan],Gen Z %,Gen Z % [StatCan],Gen Alpha %,Gen Alpha % [StatCan]
"Stueng Traeng [Stoĕng Trêng], Cambodia",,,,,,,,,,,,
"Guarda, Portugal",,,,,,,,,,,,
"Pamplemousses, Mauritius",,,,,,,,,,,,
"Quthing, Lesotho",,,,,,,,,,,,
"Apayao, Philippines",,,,,,,,,,,,
"Al Mahrah, Yemen",,,,,,,,,,,,
"Lékoumou, Congo",,,,,,,,,,,,
"Tartumaa, Estonia",,,,,,,,,,,,
"Cahul, Moldova",,,,,,,,,,,,
"Bokèo, Laos",,,,,,,,,,,,
"Flacq, Mauritius",,,,,,,,,,,,
"Marijampolės apskritis, Lithuania",,,,,,,,,,,,
"Sing Buri, Thailand",,,,,,,,,,,,
"Otuke, Uganda",,,,,,,,,,,,
"Ammochostos [Mağusa], Cyprus",,,,,,,,,,,,
"Amudat, Uganda",,,,,,,,,,,,
"Telšių apskritis, Lithuania",,,,,,,,,,,,
"Neno, Malawi",,,,,,,,,,,,
"Etelä-Savo, Finland",,,,,,,,,,,,
"Buvuma, Uganda",,,,,,,,,,,,
"Kaoh Kong [Kaôh Kŏng], Cambodia",,,,,,,,,,,,
"Mokhotlong, Lesotho",,,,,,,,,,,,
"Guaviare, Colombia",,,,,,,,,,,,
"Kapchorwa, Uganda",,,,,,,,,,,,
"Ash Shamālīyah, Bahrain",,,,,,,,,,,,
"Kgatleng, Botswana",,,,,,,,,,,,
"Ermera, East Timor",,,,,,,,,,,,
"Beja, Portugal",,,,,,,,,,,,
"Lezhë, Albania",,,,,,,,,,,,
"Botha-Bothe, Lesotho",,,,,,,,,,,,
"Alytaus apskritis, Lithuania",,,,,,,,,,,,
"Colonia, Uruguay",,,,,,,,,,,,
"Ogooué-Maritime, Gabon",,,,,,,,,,,,
"Salto, Uruguay",,,,,,,,,,,,
"Zug, Switzerland",,,,,,,,,,,,
"Etelä-Karjala, Finland",,,,,,,,,,,,
"Taranaki, New Zealand",,,,,,,,,,,,
"Northern, Fiji",,,,,,,,,,,,
"Misiones, Paraguay",,,,,,,,,,,,
"Bukwo, Uganda",,,,,,,,,,,,
"Moyo, Uganda",,,,,,,,,,,,
"Água Grande, São Tomé and Príncipe",,,,,,,,,,,,
"Moroto, Uganda",,,,,,,,,,,,
"Utenos apskritis, Lithuania",,,,,,,,,,,,
"Zaqatala, Azerbaijan",,,,,,,,,,,,
"Lamu, Kenya",,,,,,,,,,,,
"Princes Town, Trinidad and Tobago",,,,,,,,,,,,
"Sinoe, Liberia",,,,,,,,,,,,
"Magadanskaya oblast', Russia",,,,,,,,,,,,
"Jämtlands län, Sweden",,,,,,,,,,,,
"Yambol, Bulgaria",,,,,,,,,,,,
"Amazonas, Colombia",,,,,,,,,,,,
"Essequibo Islands-West Demerara, Guyana",,,,,,,,,,,,
"Ash Shīḩānīyah, Qatar",,,,,,,,,,,,
"Krapinsko-zagorska županija, Croatia",,,,,,,,,,,,
"Haute-Kotto, Central African Republic",,,,,,,,,,,,
"Aisén del General Carlos Ibañez del Campo, Chile",,,,,,,,,,,,
"Pernik, Bulgaria",,,,,,,,,,,,
"Montana, Bulgaria",,,,,,,,,,,,
"Belize, Belize",,,,,,,,,,,,
"Chaguanas, Trinidad and Tobago",,,,,,,,,,,,
"San José, Uruguay",,,,,,,,,,,,
"Valle d'Aosta, Italy",,,,,,,,,,,,
"Kween, Uganda",,,,,,,,,,,,
"Al Qunayţirah, Syria",,,,,,,,,,,,
"Karlovačka županija, Croatia",,,,,,,,,,,,
"Tozeur, Tunisia",,,,,,,,,,,,
"Baucau, East Timor",,,,,,,,,,,,
"Lyantonde, Uganda",,,,,,,,,,,,
"Mondol Kiri [Môndól Kiri], Cambodia",,,,,,,,,,,,
"Lovech, Bulgaria",,,,,,,,,,,,
"Rukiga, Uganda",,,,,,,,,,,,
"Aţ Ţafīlah, Jordan",,,,,,,,,,,,
"Paysandú, Uruguay",,,,,,,,,,,,
"Bragança, Portugal",,,,,,,,,,,,
"Kyustendil, Bulgaria",,,,,,,,,,,,
"Berat, Albania",,,,,,,,,,,,
"Qalqilya, State of Palestine",,,,,,,,,,,,
"Orhon, Mongolia",,,,,,,,,,,,
"Tombali, Guinea-Bissau",,,,,,,,,,,,
"Grand Port, Mauritius",,,,,,,,,,,,
"Nālūt, Libya",,,,,,,,,,,,
"East Berbice-Corentyne, Guyana",,,,,,,,,,,,
"Gbarpolu, Liberia",,,,,,,,,,,,
"Hövsgöl, Mongolia",,,,,,,,,,,,
"Port Louis, Mauritius",,,,,,,,,,,,
"Kidal, Mali",,,,,,,,,,,,
"Hîncești, Moldova",,,,,,,,,,,,
"Syunik', Armenia",,,,,,,,,,,,
"Dubrovačko-neretvanska županija, Croatia",,,,,,,,,,,,
"Brčko Distrikt, Bosnia and Herzegovina",,,,,,,,,,,,
"Pastaza, Ecuador",,,,,,,,,,,,
"Butambala, Uganda",,,,,,,,,,,,
"Maribor, Slovenia",,,,,,,,,,,,
"Shéfa, Vanuatu",,,,,,,,,,,,
"Saint Mary, Jamaica",,,,,,,,,,,,
"Tadjourah, Djibouti",,,,,,,,,,,,
"Ida-Virumaa, Estonia",,,,,,,,,,,,
"Herrera, Panama",,,,,,,,,,,,
"Rivera, Uruguay",,,,,,,,,,,,
"Pafos [Baf], Cyprus",,,,,,,,,,,,
"Gümüşhane, Turkey",,,,,,,,,,,,
"Rivière du Rempart, Mauritius",,,,,,,,,,,,
"Borski okrug, Serbia",,,,,,,,,,,,
"Guria, Georgia",,,,,,,,,,,,
"Targovishte, Bulgaria",,,,,,,,,,,,
"Smolyan, Bulgaria",,,,,,,,,,,,
"Kunene, Namibia",,,,,,,,,,,,
"Dibër, Albania",,,,,,,,,,,,
"Zambezi, Namibia",,,,,,,,,,,,
"Penal-Debe, Trinidad and Tobago",,,,,,,,,,,,
"Jersey (UK), Jersey",,,,,,,,,,,,
"Tavuš, Armenia",,,,,,,,,,,,
"Diego Martin, Trinidad and Tobago",,,,,,,,,,,,
"Razgrad, Bulgaria",,,,,,,,,,,,
"Bjelovarsko-bilogorska županija, Croatia",,,,,,,,,,,,
"Siquijor, Philippines",,,,,,,,,,,,
"Zaječarski okrug, Serbia",,,,,,,,,,,,
"Aruba, Aruba",,,,,,,,,,,,
"Koprivničko-križevačka županija, Croatia",,,,,,,,,,,,
"Međimurska županija, Croatia",,,,,,,,,,,,
"River Cess, Liberia",,,,,,,,,,,,
"Selenge, Mongolia",,,,,,,,,,,,
"Silistra, Bulgaria",,,,,,,,,,,,
"Tuamasaga, Samoa",,,,,,,,,,,,
"Basilan, Philippines",,,,,,,,,,,,
"Övörhangay, Mongolia",,,,,,,,,,,,
"Gabrovo, Bulgaria",,,,,,,,,,,,
"Plateaux, Congo",,,,,,,,,,,,
"Ngounié, Gabon",,,,,,,,,,,,
"Balakən, Azerbaijan",,,,,,,,,,,,
"River Gee, Liberia",,,,,,,,,,,,
"Portalegre, Portugal",,,,,,,,,,,,
"Al Buraymī, Oman",,,,,,,,,,,,
"Ali Sabieh, Djibouti",,,,,,,,,,,,
"Darhan uul, Mongolia",,,,,,,,,,,,
"Qazax, Azerbaijan",,,,,,,,,,,,
"Gracias a Dios, Honduras",,,,,,,,,,,,
"Tindouf, Algeria",,,,,,,,,,,,
"Sangha, Congo",,,,,,,,,,,,
"Šibensko-kninska županija, Croatia",,,,,,,,,,,,
"Bobonaro, East Timor",,,,,,,,,,,,
"Ardahan, Turkey",,,,,,,,,,,,
"Southland, New Zealand",,,,,,,,,,,,
"Saint Thomas, Jamaica",,,,,,,,,,,,
"Tetovo, North Macedonia",,,,,,,,,,,,
"Los Santos, Panama",,,,,,,,,,,,
"Găgăuzia, Unitate Teritorială Autonomă (UTAG), Moldova",,,,,,,,,,,,
"Janūbī al Baḩrī al Aḩmar, Eritrea",,,,,,,,,,,,
"Hardap, Namibia",,,,,,,,,,,,
"Camiguin, Philippines",,,,,,,,,,,,
"Siparia, Trinidad and Tobago",,,,,,,,,,,,
"Umm al Qaywayn, United Arab Emirates",,,,,,,,,,,,
"Cayo, Belize",,,,,,,,,,,,
"Tauragės apskritis, Lithuania",,,,,,,,,,,,
"US Virgin Islands, USA",,,,,,,,,,,,
"Ialoveni, Moldova",,,,,,,,,,,,
"//Karas, Namibia",,,,,,,,,,,,
"Inīdī al Gharbī, Chad",,,,,,,,,,,,
"São Vicente, Cape Verde",,,,,,,,,,,,
"Keryneia [Girne], Cyprus",,,,,,,,,,,,
"Tacuarembó, Uruguay",,,,,,,,,,,,
"Kumanovo, North Macedonia",,,,,,,,,,,,
"Zamora Chinchipe, Ecuador",,,,,,,,,,,,
"Western, Solomon Islands",,,,,,,,,,,,
"Orhei, Moldova",,,,,,,,,,,,
"Gostivar, North Macedonia",,,,,,,,,,,,
"Melilla, Spain",,,,,,,,,,,,
"Lower River, The Gambia",,,,,,,,,,,,
"Salfit, State of Palestine",,,,,,,,,,,,
"Wādī al Ḩayāt, Libya",,,,,,,,,,,,
"Bitola, North Macedonia",,,,,,,,,,,,
"Drochia, Moldova",,,,,,,,,,,,
"Ñeembucú, Paraguay",,,,,,,,,,,,
"Wilayah Persekutuan Labuan, Malaysia",,,,,,,,,,,,
"Xaisômboun, Laos",,,,,,,,,,,,
"Sangre Grande, Trinidad and Tobago",,,,,,,,,,,,
"Wādī ash Shāţiʾ, Libya",,,,,,,,,,,,
"Ömnögovĭ, Mongolia",,,,,,,,,,,,
"Kavango West, Namibia",,,,,,,,,,,,
"Al Wusţá, Oman",,,,,,,,,,,,
"Moka, Mauritius",,,,,,,,,,,,
"Pärnumaa, Estonia",,,,,,,,,,,,
"Gilbert Islands, Kiribati",,,,,,,,,,,,
"Cerro Largo, Uruguay",,,,,,,,,,,,
"Haut-Mbomou, Central African Republic",,,,,,,,,,,,
"Qacha's Nek, Lesotho",,,,,,,,,,,,
"Kingston, Jamaica",,,,,,,,,,,,
"Wilayah Persekutuan Putrajaya, Malaysia",,,,,,,,,,,,
"Ungheni, Moldova",,,,,,,,,,,,
"Murzuq, Libya",,,,,,,,,,,,
"Portland, Jamaica",,,,,,,,,,,,
"Black River, Mauritius",,,,,,,,,,,,
"Umm Şalāl, Qatar",,,,,,,,,,,,
"Soriano, Uruguay",,,,,,,,,,,,
"Schaffhausen, Switzerland",,,,,,,,,,,,
"Florești, Moldova",,,,,,,,,,,,
"Isle of Man (UK), Isle of Man",,,,,,,,,,,,
"Arhangay, Mongolia",,,,,,,,,,,,
"Thimphu, Bhutan",,,,,,,,,,,,
"Isla de la Juventud, Cuba",,,,,,,,,,,,
"Pirotski okrug, Serbia",,,,,,,,,,,,
"Ogooué-Lolo, Gabon",,,,,,,,,,,,
"Saint Michael, Barbados",,,,,,,,,,,,
"Islas de la Bahía, Honduras",,,,,,,,,,,,
"Sejong, South Korea",,,,,,,,,,,,
"Tasman District, New Zealand",,,,,,,,,,,,
"Vidin, Bulgaria",,,,,,,,,,,,
"Guainía, Colombia",,,,,,,,,,,,
"San Andrés, Providencia y Santa Catalina, Colombia",,,,,,,,,,,,
"Capital Territory (Honiara), Solomon Islands",,,,,,,,,,,,
"Illizi, Algeria",,,,,,,,,,,,
"Jericho - Al Aghwar, State of Palestine",,,,,,,,,,,,
"Bayan-Ölgiy, Mongolia",,,,,,,,,,,,
"Ntoroko, Uganda",,,,,,,,,,,,
"Ceuta, Spain",,,,,,,,,,,,
"Soroca, Moldova",,,,,,,,,,,,
"Trelawny, Jamaica",,,,,,,,,,,,
"Tagant, Mauritania",,,,,,,,,,,,
"Viqueque, East Timor",,,,,,,,,,,,
"Omaheke, Namibia",,,,,,,,,,,,
"Bayanhongor, Mongolia",,,,,,,,,,,,
"Quinara, Guinea-Bissau",,,,,,,,,,,,
"Dikhil, Djibouti",,,,,,,,,,,,
"Virovitičko-podravska županija, Croatia",,,,,,,,,,,,
"Prilep, North Macedonia",,,,,,,,,,,,
"Dornogovĭ, Mongolia",,,,,,,,,,,,
"Samtse, Bhutan",,,,,,,,,,,,
"Isabela City, Philippines",,,,,,,,,,,,
"Anenii Noi, Moldova",,,,,,,,,,,,
"Liquiça, East Timor",,,,,,,,,,,,
"Boquerón, Paraguay",,,,,,,,,,,,
"Keski-Pohjanmaa, Finland",,,,,,,,,,,,
"Jura, Switzerland",,,,,,,,,,,,
"Bender, Moldova",,,,,,,,,,,,
"Dornod, Mongolia",,,,,,,,,,,,
"Tongatapu, Tonga",,,,,,,,,,,,
"Moyen-Ogooué, Gabon",,,,,,,,,,,,
"Inīdī ash Sharqī, Chad",,,,,,,,,,,,
"Tunceli, Turkey",,,,,,,,,,,,
"Hanover, Jamaica",,,,,,,,,,,,
"Bălți, Moldova",,,,,,,,,,,,
"Sîngerei, Moldova",,,,,,,,,,,,
"Vaupés, Colombia",,,,,,,,,,,,
"Arkhabīl Suquţrá, Yemen",,,,,,,,,,,,
"Vakaga, Central African Republic",,,,,,,,,,,,
"Grand Kru, Liberia",,,,,,,,,,,,
"Kukës, Albania",,,,,,,,,,,,
"Vichada, Colombia",,,,,,,,,,,,
"Tobago, Trinidad and Tobago",,,,,,,,,,,,
"Požeško-slavonska županija, Croatia",,,,,,,,,,,,
"Nikšić, Montenegro",,,,,,,,,,,,
"Oé-Cusse Ambeno, East Timor",,,,,,,,,,,,
"Kalangala, Uganda",,,,,,,,,,,,
"Savanne, Mauritius",,,,,,,,,,,,
"Tiris Zemmour, Mauritania",,,,,,,,,,,,
"Artigas, Uruguay",,,,,,,,,,,,
"Daugavpils, Latvia",,,,,,,,,,,,
"Kainuu, Finland",,,,,,,,,,,,
"Hentiy, Mongolia",,,,,,,,,,,,
"Fălești, Moldova",,,,,,,,,,,,
"Florida, Uruguay",,,,,,,,,,,,
"Rocha, Uruguay",,,,,,,,,,,,
"Strășeni, Moldova",,,,,,,,,,,,
"Cayman Islands (UK), Cayman Islands",,,,,,,,,,,,
"Lakshadweep, India",,,,,,,,,,,,
"Edineţ, Moldova",,,,,,,,,,,,
"Ogooué-Ivindo, Gabon",,,,,,,,,,,,
"Cova Lima, East Timor",,,,,,,,,,,,
"Căușeni, Moldova",,,,,,,,,,,,
"Uvs, Mongolia",,,,,,,,,,,,
"Trashigang, Bhutan",,,,,,,,,,,,
"Castries, Saint Lucia",,,,,,,,,,,,
"Bermuda (UK), Bermuda",,,,,,,,,,,,
"Liepāja, Latvia",,,,,,,,,,,,
"Sanma, Vanuatu",,,,,,,,,,,,
"Belait, Brunei",,,,,,,,,,,,
"Kgalagadi, Botswana",,,,,,,,,,,,
"Guernsey (UK), Guernsey",,,,,,,,,,,,
"Adrar, Mauritania",,,,,,,,,,,,
"Jelgava, Latvia",,,,,,,,,,,,
"Lautém, East Timor",,,,,,,,,,,,
"Aileu, East Timor",,,,,,,,,,,,
"Struga, North Macedonia",,,,,,,,,,,,
"Al Jufrah, Libya",,,,,,,,,,,,
"Kié-Ntem, Equatorial Guinea",,,,,,,,,,,,
"Bayburt, Turkey",,,,,,,,,,,,
"Ainaro, East Timor",,,,,,,,,,,,
"Christ Church, Barbados",,,,,,,,,,,,
"Durazno, Uruguay",,,,,,,,,,,,
"Briceni, Moldova",,,,,,,,,,,,
"Lavalleja, Uruguay",,,,,,,,,,,,
"Río Negro, Uruguay",,,,,,,,,,,,
"Ghanzi, Botswana",,,,,,,,,,,,
"Darién, Panama",,,,,,,,,,,,
"Saint John, Antigua and Barbuda",,,,,,,,,,,,
"Pakwach, Uganda",,,,,,,,,,,,
"Kičevo, North Macedonia",,,,,,,,,,,,
"Bamingui-Bangoran, Central African Republic",,,,,,,,,,,,
"Cimișlia, Moldova",,,,,,,,,,,,
"Telenești, Moldova",,,,,,,,,,,,
"Gjirokastër, Albania",,,,,,,,,,,,
"Strumica, North Macedonia",,,,,,,,,,,,
"Călărași, Moldova",,,,,,,,,,,,
"Valmieras novads, Latvia",,,,,,,,,,,,
"Santa Catarina, Cape Verde",,,,,,,,,,,,
"Kranj, Slovenia",,,,,,,,,,,,
"Makira-Ulawa, Solomon Islands",,,,,,,,,,,,
"Ohrid, North Macedonia",,,,,,,,,,,,
"Dzavhan, Mongolia",,,,,,,,,,,,
"Ogres novads, Latvia",,,,,,,,,,,,
"Mahaica-Berbice, Guyana",,,,,,,,,,,,
"Andjouân [Anjouan], Comoros",,,,,,,,,,,,
"Veles, North Macedonia",,,,,,,,,,,,
"Sarpang, Bhutan",,,,,,,,,,,,
"Sühbaatar, Mongolia",,,,,,,,,,,,
"Koper, Slovenia",,,,,,,,,,,,
"Appenzell Ausserrhoden, Switzerland",,,,,,,,,,,,
"Tutong, Brunei",,,,,,,,,,,,
"Al Kufrah, Libya",,,,,,,,,,,,
"Stann Creek, Belize",,,,,,,,,,,,
"Bulgan, Mongolia",,,,,,,,,,,,
"Govĭ-Altay, Mongolia",,,,,,,,,,,,
"Manufahi, East Timor",,,,,,,,,,,,
"Nyanga, Gabon",,,,,,,,,,,,
"Manatutu, East Timor",,,,,,,,,,,,
"Arta, Djibouti",,,,,,,,,,,,
"Capellen, Luxembourg",,,,,,,,,,,,
"Manus, Papua New Guinea",,,,,,,,,,,,
"Gotlands län, Sweden",,,,,,,,,,,,
"Hovd, Mongolia",,,,,,,,,,,,
"Celje, Slovenia",,,,,,,,,,,,
"Tibastī, Chad",,,,,,,,,,,,
"Faroe Islands (DK), Faroe Islands",,,,,,,,,,,,
"Corozal, Belize",,,,,,,,,,,,
"Toplički okrug, Serbia",,,,,,,,,,,,
"Saint George, Grenada",,,,,,,,,,,,
"Samdrup Jongkhar, Bhutan",,,,,,,,,,,,
"Marlborough District, New Zealand",,,,,,,,,,,,
"Pomeroon-Supenaam, Guyana",,,,,,,,,,,,
"Jūrmala, Latvia",,,,,,,,,,,,
"Štip, North Macedonia",,,,,,,,,,,,
"Bar, Montenegro",,,,,,,,,,,,
"Ličko-senjska županija, Croatia",,,,,,,,,,,,
"Ștefan Vodă, Moldova",,,,,,,,,,,,
"Obock, Djibouti",,,,,,,,,,,,
"Leova, Moldova",,,,,,,,,,,,
"Treinta y Tres, Uruguay",,,,,,,,,,,,
"Glodeni, Moldova",,,,,,,,,,,,
"Lääne-Virumaa, Estonia",,,,,,,,,,,,
"Monggar, Bhutan",,,,,,,,,,,,
"Vayoc Jor, Armenia",,,,,,,,,,,,
"Chukotskiy avtonomnyy okrug, Russia",,,,,,,,,,,,
"Wangdue Phodrang, Bhutan",,,,,,,,,,,,
"Northern Mariana Islands, USA",,,,,,,,,,,,
"Nidwalden, Switzerland",,,,,,,,,,,,
"Tukuma novads, Latvia",,,,,,,,,,,,
"Orange Walk, Belize",,,,,,,,,,,,
"Malampa, Vanuatu",,,,,,,,,,,,
"Sint Maarten, Netherlands",,,,,,,,,,,,
"Paro, Bhutan",,,,,,,,,,,,
"Bauskas novads, Latvia",,,,,,,,,,,,
"Criuleni, Moldova",,,,,,,,,,,,
"Gisborne District, New Zealand",,,,,,,,,,,,
"Bolama/Bijagós, Guinea-Bissau",,,,,,,,,,,,
"Turks and Caicos Islands (UK), Turks and Caicos Islands",,,,,,,,,,,,
"Cēsu novads, Latvia",,,,,,,,,,,,
"Rodrigues Island, Mauritius",,,,,,,,,,,,
"Pohnpei, Micronesia",,,,,,,,,,,,
"Upper Demerara-Berbice, Guyana",,,,,,,,,,,,
"Northwest Territories, Canada",,0.031246170812400442,,0.19544173508148516,,0.2045092513172406,,0.238818772209288,,0.19262345300820985,,0.137360617571376
"Cantemir, Moldova",,,,,,,,,,,,
"Saint George, Saint Vincent and the Grenadines",,,,,,,,,,,,
"American Samoa, USA",,,,,,,,,,,,
"Mayaro-Rio Claro, Trinidad and Tobago",,,,,,,,,,,,
"Wele-Nzas, Equatorial Guinea",,,,,,,,,,,,
"Yukon, Canada",,0.04767253213528007,,0.24322975165356342,,0.19855235242730523,,0.23698989142643193,,0.1599900162236366,,0.1135654561337825
"Az̧ Za̧`āyin, Qatar",,,,,,,,,,,,
"Sipaliwini, Suriname",,,,,,,,,,,,
"Obwalden, Switzerland",,,,,,,,,,,,
"Arima, Trinidad and Tobago",,,,,,,,,,,,
"Raplamaa, Estonia",,,,,,,,,,,,
"Glarus, Switzerland",,,,,,,,,,,,
"Taféa, Vanuatu",,,,,,,,,,,,
"Kaeb [Kêb], Cambodia",,,,,,,,,,,,
"Viljandimaa, Estonia",,,,,,,,,,,,
"Staro Nagoričane, North Macedonia",,,,,,,,,,,,
"Saaremaa, Estonia",,,,,,,,,,,,
"Monaco, Monaco",,,,,,,,,,,,
"Pénama, Vanuatu",,,,,,,,,,,,
"Nelson City, New Zealand",,,,,,,,,,,,
"Rîșcani, Moldova",,,,,,,,,,,,
"Kavadarci, North Macedonia",,,,,,,,,,,,
"Musandam, Oman",,,,,,,,,,,,
"Tarrafal, Cape Verde",,,,,,,,,,,,
"Jēkabpils novads, Latvia",,,,,,,,,,,,
"Novo Mesto, Slovenia",,,,,,,,,,,,
"West Coast, New Zealand",,,,,,,,,,,,
"Dundgovĭ, Mongolia",,,,,,,,,,,,
"San Fernando, Trinidad and Tobago",,,,,,,,,,,,
"Nunavut, Canada",,0.010761476638060218,,0.10843209372020159,,0.16428279525950154,,0.2272170004086636,,0.2622258547881761,,0.22708077918539707
"Bogovinje, North Macedonia",,,,,,,,,,,,
"Taoudénit, Mali",,,,,,,,,,,,
"Studeničani, North Macedonia",,,,,,,,,,,,
"Uri, Switzerland",,,,,,,,,,,,
"Saint Philip, Barbados",,,,,,,,,,,,
"Nisporeni, Moldova",,,,,,,,,,,,
"Kočani, North Macedonia",,,,,,,,,,,,
"Domžale, Slovenia",,,,,,,,,,,,
"Dienvidkurzemes novads, Latvia",,,,,,,,,,,,
"Para, Suriname",,,,,,,,,,,,
"Bijelo Polje, Montenegro",,,,,,,,,,,,
"Maalhosmadulu Uthuruburi, Maldives",,,,,,,,,,,,
"Isabel, Solomon Islands",,,,,,,,,,,,
"Galápagos, Ecuador",,,,,,,,,,,,
"Choiseul, Solomon Islands",,,,,,,,,,,,
"Eastern, Fiji",,,,,,,,,,,,
"Taraclia, Moldova",,,,,,,,,,,,
"Ventspils, Latvia",,,,,,,,,,,,
"Saint Kitts, Saint Kitts and Nevis",,,,,,,,,,,,
"Jelgavas novads, Latvia",,,,,,,,,,,,
"Commewijne, Suriname",,,,,,,,,,,,
"Mersch, Luxembourg",,,,,,,,,,,,
"Siguldas novads, Latvia",,,,,,,,,,,,
"Talsu novads, Latvia",,,,,,,,,,,,
"Rēzeknes novads, Latvia",,,,,,,,,,,,
"Gros Islet, Saint Lucia",,,,,,,,,,,,
"Diekirch, Luxembourg",,,,,,,,,,,,
"San Marino, San Marino",,,,,,,,,,,,
"Grevenmacher, Luxembourg",,,,,,,,,,,,
"Upper Takutu-Upper Essequibo, Guyana",,,,,,,,,,,,
"Nova Gorica, Slovenia",,,,,,,,,,,,
"Nenetskiy avtonomnyy okrug, Russia",,,,,,,,,,,,
"Șoldănești, Moldova",,,,,,,,,,,,
"Central, Solomon Islands",,,,,,,,,,,,
"Kamnik, Slovenia",,,,,,,,,,,,
"Velenje, Slovenia",,,,,,,,,,,,
"Saint Martin, France",,,,,,,,,,,,
"Norðurland eystra, Iceland",,,,,,,,,,,,
"Gibraltar (UK), Gibraltar",,,,,,,,,,,,
"Chuuk, Micronesia",,,,,,,,,,,,
"City of Freeport, The Bahamas",,,,,,,,,,,,
"Barima-Waini, Guyana",,,,,,,,,,,,
"Saldus novads, Latvia",,,,,,,,,,,,
"Berane, Montenegro",,,,,,,,,,,,
"Suðurnes, Iceland",,,,,,,,,,,,
"Madonas novads, Latvia",,,,,,,,,,,,
"Virgin Islands, British (UK), British Virgin Islands",,,,,,,,,,,,
"Aizkraukles novads, Latvia",,,,,,,,,,,,
"Chobe, Botswana",,,,,,,,,,,,
"Vrapčište, North Macedonia",,,,,,,,,,,,
"Saint James, Barbados",,,,,,,,,,,,
"Ocnița, Moldova",,,,,,,,,,,,
"Herceg-Novi, Montenegro",,,,,,,,,,,,
"Augšdaugavas novads, Latvia",,,,,,,,,,,,
"Tubas, State of Palestine",,,,,,,,,,,,
"Kuldīgas novads, Latvia",,,,,,,,,,,,
"Toledo, Belize",,,,,,,,,,,,
"Radoviš, North Macedonia",,,,,,,,,,,,
"Centro Sur, Equatorial Guinea",,,,,,,,,,,,
"Valgamaa, Estonia",,,,,,,,,,,,
"Võrumaa, Estonia",,,,,,,,,,,,
"Inchiri, Mauritania",,,,,,,,,,,,
"Ratak Chain, Marshall Islands",,,,,,,,,,,,
"Saint Andrew, Grenada",,,,,,,,,,,,
"Dobeles novads, Latvia",,,,,,,,,,,,
"Port of Spain, Trinidad and Tobago",,,,,,,,,,,,
"Rach'a-Lechkhumi-Kvemo Svaneti, Georgia",,,,,,,,,,,,
"Limbažu novads, Latvia",,,,,,,,,,,,
"Dubăsari, Moldova",,,,,,,,,,,,
"Ahvenanmaan maakunta, Finland",,,,,,,,,,,,
"Krāslavas novads, Latvia",,,,,,,,,,,,
"Suðurland, Iceland",,,,,,,,,,,,
"Pljevlja, Montenegro",,,,,,,,,,,,
"Mé-Zóchi, São Tomé and Príncipe",,,,,,,,,,,,
"Charlotte, Saint Vincent and the Grenadines",,,,,,,,,,,,
"Rezina, Moldova",,,,,,,,,,,,
"Slovenska Bistrica, Slovenia",,,,,,,,,,,,
"Santa Catarina do Fogo, Cape Verde",,,,,,,,,,,,
"Nickerie, Suriname",,,,,,,,,,,,
"Sal, Cape Verde",,,,,,,,,,,,
"Guna Yala, Panama",,,,,,,,,,,,
"Flores, Uruguay",,,,,,,,,,,,
"Krško, Slovenia",,,,,,,,,,,,
"Temotu, Solomon Islands",,,,,,,,,,,,
"Ludzas novads, Latvia",,,,,,,,,,,,
"Tearce, North Macedonia",,,,,,,,,,,,
"Sopište, North Macedonia",,,,,,,,,,,,
"Tsirang, Bhutan",,,,,,,,,,,,
"Trashi Yangtse, Bhutan",,,,,,,,,,,,
"Cuyuni-Mazaruni, Guyana",,,,,,,,,,,,
"Brežice, Slovenia",,,,,,,,,,,,
"Point Fortin, Trinidad and Tobago",,,,,,,,,,,,
"Ghāt, Libya",,,,,,,,,,,,
"Budva, Montenegro",,,,,,,,,,,,
"Gevgelija, North Macedonia",,,,,,,,,,,,
"Põlvamaa, Estonia",,,,,,,,,,,,
"Mārupes novads, Latvia",,,,,,,,,,,,
"Dagana, Bhutan",,,,,,,,,,,,
"Rožaje, Montenegro",,,,,,,,,,,,
"Vinica, North Macedonia",,,,,,,,,,,,
"Škofja Loka, Slovenia",,,,,,,,,,,,
"Remich, Luxembourg",,,,,,,,,,,,
"Addu, Maldives",,,,,,,,,,,,
"Jõgevamaa, Estonia",,,,,,,,,,,,
"A'ana, Samoa",,,,,,,,,,,,
"Rēzekne, Latvia",,,,,,,,,,,,
"Saint George, Dominica",,,,,,,,,,,,
"Debar, North Macedonia",,,,,,,,,,,,
"Ptuj, Slovenia",,,,,,,,,,,,
"Kriva Palanka, North Macedonia",,,,,,,,,,,,
"Kotor, Montenegro",,,,,,,,,,,,
"Žalec, Slovenia",,,,,,,,,,,,
"Ribeira Grande, Cape Verde",,,,,,,,,,,,
"Paul, Cape Verde",,,,,,,,,,,,
"Saramacca, Suriname",,,,,,,,,,,,
"Atua, Samoa",,,,,,,,,,,,
"Ķekavas novads, Latvia",,,,,,,,,,,,
"Ropažu novads, Latvia",,,,,,,,,,,,
"Järvamaa, Estonia",,,,,,,,,,,,
"Danilovgrad, Montenegro",,,,,,,,,,,,
"Dondușeni, Moldova",,,,,,,,,,,,
"Jesenice, Slovenia",,,,,,,,,,,,
"Boa Vista, Cape Verde",,,,,,,,,,,,
